-0.00932407	-0.00864731	0
-0.0186498	-0.0172926	0
-0.0279804	-0.0259317	0
-0.0373191	-0.0345604	0
-0.0466692	-0.0431748	0
-0.0560338	-0.0517705	0
-0.0654161	-0.0603435	0
-0.0748192	-0.0688894	0
-0.0842462	-0.0774041	0
-0.0937	-0.0858832	0
-0.103183	-0.0943224	0
-0.1127	-0.102717	0
-0.122251	-0.111063	0
-0.13184	-0.119356	0
-0.14147	-0.127592	0
-0.151143	-0.135764	0
-0.16086	-0.14387	0
-0.170625	-0.151903	0
-0.180439	-0.159861	0
-0.190304	-0.167736	0
-0.200222	-0.175525	0
-0.210193	-0.183223	0
-0.22022	-0.190824	0
-0.230303	-0.198323	0
-0.240443	-0.205716	0
-0.250641	-0.212996	0
-0.260896	-0.22016	0
-0.27121	-0.227201	0
-0.281582	-0.234115	0
-0.29201	-0.240896	0
-0.302496	-0.247539	0
-0.313037	-0.254038	0
-0.323633	-0.26039	0
-0.334281	-0.266588	0
-0.34498	-0.272627	0
-0.355728	-0.278504	0
-0.366522	-0.284212	0
-0.377359	-0.289748	0
-0.388237	-0.295106	0
-0.399152	-0.300283	0
-0.410099	-0.305275	0
-0.421076	-0.310077	0
-0.432078	-0.314686	0
-0.443101	-0.319098	0
-0.45414	-0.32331	0
-0.465189	-0.32732	0
-0.476245	-0.331125	0
-0.487301	-0.334723	0
-0.498352	-0.338111	0
-0.509392	-0.341288	0
-0.520417	-0.344254	0
-0.531419	-0.347006	0
-0.542393	-0.349545	0
-0.553333	-0.351871	0
-0.564234	-0.353984	0
-0.575089	-0.355884	0
-0.585892	-0.357572	0
-0.596638	-0.35905	0
-0.60732	-0.36032	0
-0.617934	-0.361383	0
-0.628474	-0.362241	0
-0.638934	-0.362898	0
-0.649309	-0.363356	0
-0.659594	-0.363618	0
-0.669785	-0.363688	0
-0.679877	-0.36357	0
-0.689866	-0.363267	0
-0.699747	-0.362783	0
-0.709516	-0.362122	0
-0.719171	-0.36129	0
-0.728708	-0.36029	0
-0.738123	-0.359126	0
-0.747414	-0.357805	0
-0.756579	-0.35633	0
-0.765614	-0.354706	0
-0.774518	-0.352937	0
-0.78329	-0.35103	0
-0.791927	-0.348989	0
-0.800428	-0.346817	0
-0.808792	-0.344521	0
-0.817019	-0.342105	0
-0.825106	-0.339574	0
-0.833055	-0.336932	0
-0.840864	-0.334183	0
-0.848534	-0.331333	0
-0.856064	-0.328385	0
-0.863455	-0.325344	0
-0.870706	-0.322215	0
-0.877819	-0.319	0
-0.884794	-0.315704	0
-0.891632	-0.312332	0
-0.898333	-0.308885	0
-0.904899	-0.305369	0
-0.91133	-0.301787	0
-0.917627	-0.298142	0
-0.923792	-0.294437	0
-0.929826	-0.290675	0
-0.93573	-0.28686	0
-0.941506	-0.282994	0
-0.947154	-0.27908	0
-0.952677	-0.275121	0
-0.958076	-0.27112	0
-0.963351	-0.267078	0
-0.968506	-0.262998	0
-0.97354	-0.258882	0
-0.978457	-0.254733	0
-0.983257	-0.250553	0
-0.987941	-0.246343	0
-0.992512	-0.242105	0
-0.996971	-0.237841	0
-1.00132	-0.233553	0
-1.00556	-0.229243	0
-1.00969	-0.224911	0
-1.01372	-0.220559	0
-1.01764	-0.216189	0
-1.02146	-0.211801	0
-1.02518	-0.207398	0
-1.02879	-0.20298	0
-1.03231	-0.198547	0
-1.03574	-0.194103	0
-1.03906	-0.189646	0
-1.04229	-0.185178	0
-1.04543	-0.180701	0
-1.04848	-0.176214	0
-1.05143	-0.171718	0
-1.0543	-0.167214	0
-1.05708	-0.162703	0
-1.05977	-0.158185	0
-1.06237	-0.153661	0
-1.06489	-0.149131	0
-1.06733	-0.144597	0
-1.06969	-0.140057	0
-1.07196	-0.135513	0
-1.07415	-0.130964	0
-1.07626	-0.126412	0
-1.07829	-0.121857	0
-1.08025	-0.117298	0
-1.08212	-0.112737	0
-1.08392	-0.108172	0
-1.08565	-0.103606	0
-1.0873	-0.0990366	0
-1.08887	-0.0944653	0
-1.09038	-0.089892	0
-1.0918	-0.0853167	0
-1.09316	-0.0807395	0
-1.09444	-0.0761606	0
-1.09565	-0.07158	0
-1.0968	-0.0669978	0
-1.09787	-0.0624139	0
-1.09886	-0.0578285	0
-1.09979	-0.0532415	0
-1.10065	-0.048653	0
-1.10144	-0.044063	0
-1.10217	-0.0394714	0
-1.10282	-0.0348783	0
-1.1034	-0.0302836	0
-1.10391	-0.0256874	0
-1.10436	-0.0210896	0
-1.10474	-0.0164901	0
-1.10505	-0.0118891	0
-1.10529	-0.00728641	0
-1.10546	-0.00268206	0
-1.10556	0.00192395	0
-1.10559	0.00653166	0
-1.10556	0.0111411	0
-1.10545	0.0157521	0
-1.10528	0.0203649	0
-1.10503	0.0249794	0
-1.10472	0.0295955	0
-1.10433	0.0342132	0
-1.10388	0.0388325	0
-1.10335	0.0434534	0
-1.10275	0.0480757	0
-1.10208	0.0526994	0
-1.10134	0.0573244	0
-1.10052	0.0619506	0
-1.09963	0.0665779	0
-1.09866	0.071206	0
-1.09762	0.0758349	0
-1.09651	0.0804644	0
-1.09532	0.0850943	0
-1.09405	0.0897242	0
-1.0927	0.094354	0
-1.09127	0.0989835	0
-1.08977	0.103612	0
-1.08818	0.10824	0
-1.08651	0.112866	0
-1.08476	0.117491	0
-1.08293	0.122113	0
-1.08101	0.126732	0
-1.07901	0.131349	0
-1.07692	0.135961	0
-1.07474	0.140569	0
-1.07248	0.145173	0
-1.07013	0.149771	0
-1.06768	0.154362	0
-1.06514	0.158947	0
-1.06251	0.163523	0
-1.05979	0.168091	0
-1.05697	0.17265	0
-1.05406	0.177198	0
-1.05104	0.181734	0
-1.04793	0.186258	0
-1.04472	0.190768	0
-1.04141	0.195264	0
-1.03799	0.199743	0
-1.03447	0.204205	0
-1.03084	0.208648	0
-1.02711	0.213071	0
-1.02327	0.217473	0
-1.01931	0.221851	0
-1.01525	0.226204	0
-1.01108	0.230531	0
-1.00679	0.234829	0
-1.00239	0.239098	0
-0.997876	0.243334	0
-0.993242	0.247535	0
-0.98849	0.251701	0
-0.983619	0.255828	0
-0.978627	0.259914	0
-0.973514	0.263957	0
-0.968279	0.267954	0
-0.96292	0.271903	0
-0.957436	0.275802	0
-0.951827	0.279647	0
-0.946092	0.283436	0
-0.94023	0.287166	0
-0.93424	0.290834	0
-0.928122	0.294438	0
-0.921875	0.297973	0
-0.915499	0.301436	0
-0.908994	0.304826	0
-0.902359	0.308137	0
-0.895593	0.311368	0
-0.888698	0.314513	0
-0.881674	0.317571	0
-0.874519	0.320537	0
-0.867236	0.323408	0
-0.859824	0.326179	0
-0.852284	0.328848	0
-0.844617	0.331411	0
-0.836824	0.333864	0
-0.828905	0.336203	0
-0.820863	0.338425	0
-0.812698	0.340525	0
-0.804413	0.3425	0
-0.796009	0.344347	0
-0.787488	0.346062	0
-0.778852	0.34764	0
-0.770103	0.349079	0
-0.761244	0.350376	0
-0.752278	0.351526	0
-0.743208	0.352527	0
-0.734035	0.353375	0
-0.724764	0.354067	0
-0.715398	0.3546	0
-0.70594	0.354973	0
-0.696394	0.355181	0
-0.686763	0.355222	0
-0.677052	0.355095	0
-0.667264	0.354797	0
-0.657404	0.354326	0
-0.647475	0.353681	0
-0.637482	0.35286	0
-0.627429	0.351861	0
-0.617321	0.350684	0
-0.607161	0.349329	0
-0.596955	0.347793	0
-0.586706	0.346078	0
-0.57642	0.344182	0
-0.5661	0.342106	0
-0.555752	0.339851	0
-0.545379	0.337417	0
-0.534985	0.334805	0
-0.524575	0.332015	0
-0.514154	0.329049	0
-0.503724	0.325909	0
-0.493291	0.322597	0
-0.482857	0.319113	0
-0.472427	0.315461	0
-0.462004	0.311642	0
-0.451592	0.307659	0
-0.441193	0.303515	0
-0.430811	0.299212	0
-0.420448	0.294753	0
-0.410108	0.290141	0
-0.399793	0.28538	0
-0.389505	0.280472	0
-0.379247	0.275421	0
-0.36902	0.270231	0
-0.358827	0.264904	0
-0.348668	0.259445	0
-0.338546	0.253857	0
-0.328462	0.248144	0
-0.318416	0.242309	0
-0.30841	0.236357	0
-0.298444	0.230291	0
-0.288519	0.224114	0
-0.278635	0.217831	0
-0.268793	0.211446	0
-0.258993	0.204962	0
-0.249234	0.198383	0
-0.239516	0.191713	0
-0.22984	0.184955	0
-0.220203	0.178114	0
-0.210607	0.171192	0
-0.201049	0.164195	0
-0.19153	0.157124	0
-0.182048	0.149985	0
-0.172601	0.142781	0
-0.16319	0.135514	0
-0.153812	0.128189	0
-0.144467	0.120809	0
-0.135152	0.113377	0
-0.125866	0.105898	0
-0.116608	0.0983735	0
-0.107376	0.0908077	0
-0.0981682	0.0832037	0
-0.0889827	0.0755649	0
-0.0798177	0.0678944	0
-0.0706715	0.0601954	0
-0.061542	0.052471	0
-0.0524273	0.0447245	0
-0.0433255	0.0369589	0
-0.0342345	0.0291774	0
-0.0251523	0.0213829	0
-0.0160769	0.0135786	0
-0.00700617	0.00576741	0
0.00206186	-0.00204754	0
0.0111293	-0.00986326	0
0.0201981	-0.0176768	0
0.0292705	-0.025485	0
0.0383483	-0.033285	0
0.0474337	-0.0410738	0
0.0565286	-0.0488484	0
0.0656351	-0.0566057	0
0.0747549	-0.0643427	0
0.0838901	-0.0720565	0
0.0930425	-0.0797439	0
0.102214	-0.0874021	0
0.111406	-0.0950278	0
0.120621	-0.102618	0
0.12986	-0.11017	0
0.139125	-0.11768	0
0.148417	-0.125145	0
0.157738	-0.132562	0
0.167089	-0.139928	0
0.176472	-0.14724	0
0.185887	-0.154494	0
0.195337	-0.161688	0
0.204821	-0.168818	0
0.214341	-0.17588	0
0.223899	-0.182872	0
0.233493	-0.18979	0
0.243127	-0.196631	0
0.252798	-0.203392	0
0.262509	-0.210069	0
0.27226	-0.216659	0
0.28205	-0.223158	0
0.29188	-0.229564	0
0.30175	-0.235873	0
0.311658	-0.242081	0
0.321606	-0.248186	0
0.331593	-0.254183	0
0.341617	-0.260071	0
0.351679	-0.265845	0
0.361776	-0.271502	0
0.371909	-0.27704	0
0.382075	-0.282455	0
0.392274	-0.287744	0
0.402504	-0.292903	0
0.412763	-0.297932	0
